Event ID,Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination IP,Destination Port,Protocol,Magnitude,Bytes Sent,Bytes Received,Duration Seconds
1014,Web Traffic,Flow Analyzer,1,2026-06-10 00:01:12,Web Traffic,192.168.1.82,58267,172.16.0.109,80,UDP,2,2699301,3267751,505
1015,Application Traffic,Flow Analyzer,1,2026-06-10 00:01:20,Application Traffic,192.168.1.25,40908,172.16.0.100,445,TCP,4,2200323,3494414,335
1016,Database Query,Flow Analyzer,1,2026-06-10 00:01:22,Database Query,192.168.1.58,59265,172.16.0.102,3306,TCP,1,2612340,385762,33
1017,Application Traffic,Flow Analyzer,1,2026-06-10 00:01:29,Application Traffic,192.168.1.98,41788,172.16.0.124,80,TCP,4,377990,279101,73
1018,Web Traffic,Flow Analyzer,1,2026-06-10 00:01:32,Web Traffic,192.168.1.83,58513,172.16.0.103,80,UDP,3,4141036,4280205,405
1019,SMB Access,Flow Analyzer,1,2026-06-10 00:01:36,SMB Access,192.168.1.48,54478,172.16.0.103,443,TCP,4,4223169,4444872,4
1020,File Transfer,Flow Analyzer,1,2026-06-10 00:01:38,File Transfer,192.168.1.98,61606,172.16.0.108,80,TCP,4,1406904,3791137,187
1021,SMB Access,Flow Analyzer,1,2026-06-10 00:01:39,SMB Access,192.168.1.93,43313,172.16.0.113,80,TCP,1,2313291,4413854,95
1022,Web Traffic,Flow Analyzer,1,2026-06-10 00:01:49,Web Traffic,192.168.1.76,60525,172.16.0.128,80,UDP,1,3366884,582792,389
1023,SMB Access,Flow Analyzer,1,2026-06-10 00:01:50,SMB Access,192.168.1.32,62393,172.16.0.114,443,TCP,1,2675168,277836,538
1024,Database Query,Flow Analyzer,1,2026-06-10 00:01:55,Database Query,192.168.1.49,53331,172.16.0.118,80,UDP,4,3224289,2485378,403
1025,File Transfer,Flow Analyzer,1,2026-06-10 00:01:59,File Transfer,192.168.1.20,45771,172.16.0.126,443,UDP,3,3209053,1042739,197
1026,SMB Access,Flow Analyzer,1,2026-06-10 00:02:06,SMB Access,192.168.1.88,46363,172.16.0.125,445,UDP,4,2761677,3705383,93
1027,Database Query,Flow Analyzer,1,2026-06-10 00:02:16,Database Query,192.168.1.43,63704,172.16.0.117,80,TCP,3,1220011,3888380,168
1028,Web Traffic,Flow Analyzer,1,2026-06-10 00:02:25,Web Traffic,192.168.1.43,61927,172.16.0.117,1433,TCP,4,121288,1983347,396
1029,File Transfer,Flow Analyzer,1,2026-06-10 00:02:31,File Transfer,192.168.1.84,43441,172.16.0.101,3306,TCP,4,11977,3370516,66
1030,Application Traffic,Flow Analyzer,1,2026-06-10 00:02:36,Application Traffic,192.168.1.52,53314,172.16.0.125,445,UDP,4,2920112,814955,416
1031,SMB Access,Flow Analyzer,1,2026-06-10 00:02:46,SMB Access,192.168.1.32,54155,172.16.0.123,1433,UDP,4,1958033,2872202,471
1032,Application Traffic,Flow Analyzer,1,2026-06-10 00:02:51,Application Traffic,192.168.1.80,61538,172.16.0.111,80,TCP,3,1400354,3738623,103
1033,Web Traffic,Flow Analyzer,1,2026-06-10 00:03:01,Web Traffic,192.168.1.41,55686,172.16.0.114,443,UDP,1,3541481,1989755,62
1034,File Transfer,Flow Analyzer,1,2026-06-10 00:03:05,File Transfer,192.168.1.88,50642,172.16.0.103,80,UDP,4,2723990,2184938,242
1035,File Transfer,Flow Analyzer,1,2026-06-10 00:03:12,File Transfer,192.168.1.90,55766,172.16.0.105,1433,UDP,4,790013,3389987,348
1036,Application Traffic,Flow Analyzer,1,2026-06-10 00:03:20,Application Traffic,192.168.1.55,49496,172.16.0.100,443,TCP,1,3288642,2616723,299
1037,Web Traffic,Flow Analyzer,1,2026-06-10 00:03:23,Web Traffic,192.168.1.56,57407,172.16.0.125,1433,UDP,2,1751157,3964513,432
1038,Web Traffic,Flow Analyzer,1,2026-06-10 00:03:30,Web Traffic,192.168.1.22,57685,172.16.0.129,443,TCP,3,2723708,3553,121
1039,Database Query,Flow Analyzer,1,2026-06-10 00:03:36,Database Query,192.168.1.54,55145,172.16.0.127,3306,TCP,1,556649,1869115,178
1040,Web Traffic,Flow Analyzer,1,2026-06-10 00:03:40,Web Traffic,192.168.1.73,57172,172.16.0.120,1433,UDP,3,3503676,1703095,420
1041,Application Traffic,Flow Analyzer,1,2026-06-10 00:03:44,Application Traffic,192.168.1.14,46530,172.16.0.106,443,UDP,1,863505,3634004,410
1042,SMB Access,Flow Analyzer,1,2026-06-10 00:03:46,SMB Access,192.168.1.104,55408,172.16.0.121,443,TCP,3,1229220,2646244,584
1043,Database Query,Flow Analyzer,1,2026-06-10 00:03:54,Database Query,192.168.1.61,61503,172.16.0.106,1433,TCP,2,2767964,1064329,139
1044,Web Traffic,Flow Analyzer,1,2026-06-10 00:03:55,Web Traffic,192.168.1.70,55419,172.16.0.123,1433,UDP,3,4232353,4602450,293
1045,Web Traffic,Flow Analyzer,1,2026-06-10 00:04:03,Web Traffic,192.168.1.36,50542,172.16.0.112,1433,UDP,3,203461,1946612,586
1046,SMB Access,Flow Analyzer,1,2026-06-10 00:04:05,SMB Access,192.168.1.14,48452,172.16.0.101,1433,TCP,4,1073745,2462255,164
1047,File Transfer,Flow Analyzer,1,2026-06-10 00:04:13,File Transfer,192.168.1.81,55965,172.16.0.121,3306,TCP,4,3948221,1269754,530
1048,Web Traffic,Flow Analyzer,1,2026-06-10 00:04:16,Web Traffic,192.168.1.25,50745,172.16.0.100,445,UDP,4,1317457,2544379,372
1049,Web Traffic,Flow Analyzer,1,2026-06-10 00:04:19,Web Traffic,192.168.1.77,49405,172.16.0.101,1433,TCP,3,3562205,2970559,319
1050,File Transfer,Flow Analyzer,1,2026-06-10 00:04:22,File Transfer,192.168.1.85,41248,172.16.0.120,1433,UDP,2,3144416,3096324,115
1051,Web Traffic,Flow Analyzer,1,2026-06-10 00:04:28,Web Traffic,192.168.1.91,58764,172.16.0.128,80,TCP,4,2831055,1029460,47
1052,SMB Access,Flow Analyzer,1,2026-06-10 00:04:31,SMB Access,192.168.1.94,49369,172.16.0.123,443,UDP,4,2780507,4251769,596
1053,Database Query,Flow Analyzer,1,2026-06-10 00:04:35,Database Query,192.168.1.10,46756,172.16.0.123,445,TCP,2,4838432,2091946,34
1054,Web Traffic,Flow Analyzer,1,2026-06-10 00:04:38,Web Traffic,192.168.1.74,59685,172.16.0.104,445,UDP,1,1802956,15164,589
1055,Database Query,Flow Analyzer,1,2026-06-10 00:04:41,Database Query,192.168.1.20,48188,172.16.0.126,443,UDP,3,1940981,3151156,160
1056,SMB Access,Flow Analyzer,1,2026-06-10 00:04:45,SMB Access,192.168.1.53,45502,172.16.0.106,445,TCP,4,3165802,1678818,547
1057,SMB Access,Flow Analyzer,1,2026-06-10 00:04:49,SMB Access,192.168.1.26,51889,172.16.0.101,1433,TCP,4,1976051,2955139,125
1058,Application Traffic,Flow Analyzer,1,2026-06-10 00:04:56,Application Traffic,192.168.1.33,45679,172.16.0.102,80,TCP,4,3035042,308549,88
1059,Database Query,Flow Analyzer,1,2026-06-10 00:05:04,Database Query,192.168.1.59,42120,172.16.0.104,443,TCP,2,4741525,4814987,599
1060,File Transfer,Flow Analyzer,1,2026-06-10 00:05:08,File Transfer,192.168.1.66,50866,172.16.0.110,80,TCP,1,2121279,1616419,554
1061,File Transfer,Flow Analyzer,1,2026-06-10 00:05:17,File Transfer,192.168.1.27,63310,172.16.0.106,443,TCP,4,4654853,711431,74
1062,Database Query,Flow Analyzer,1,2026-06-10 00:05:24,Database Query,192.168.1.103,63611,172.16.0.126,80,UDP,1,2855364,1052797,562
1063,Web Traffic,Flow Analyzer,1,2026-06-10 00:05:29,Web Traffic,192.168.1.50,53635,172.16.0.101,3306,UDP,2,226745,1843964,106
1064,Web Traffic,Flow Analyzer,1,2026-06-10 00:05:38,Web Traffic,192.168.1.62,54692,172.16.0.129,1433,UDP,1,159835,89375,522
1065,Application Traffic,Flow Analyzer,1,2026-06-10 00:05:47,Application Traffic,192.168.1.38,45668,172.16.0.111,80,UDP,4,638495,644541,550
1066,Database Query,Flow Analyzer,1,2026-06-10 00:05:49,Database Query,192.168.1.74,56658,172.16.0.124,445,UDP,1,3115972,3748550,517
1067,SMB Access,Flow Analyzer,1,2026-06-10 00:05:54,SMB Access,192.168.1.42,41254,172.16.0.104,3306,TCP,3,4244653,333794,34
1068,SMB Access,Flow Analyzer,1,2026-06-10 00:05:57,SMB Access,192.168.1.58,62926,172.16.0.102,445,UDP,1,4836819,2474834,150
1069,SMB Access,Flow Analyzer,1,2026-06-10 00:06:00,SMB Access,192.168.1.16,55398,172.16.0.118,1433,UDP,4,3032511,1304086,153
1070,Web Traffic,Flow Analyzer,1,2026-06-10 00:06:01,Web Traffic,192.168.1.12,46042,172.16.0.119,445,TCP,2,3870582,1202646,208
1071,Application Traffic,Flow Analyzer,1,2026-06-10 00:06:06,Application Traffic,192.168.1.48,55317,172.16.0.121,1433,UDP,2,3967297,2281307,17
1072,File Transfer,Flow Analyzer,1,2026-06-10 00:06:15,File Transfer,192.168.1.61,55168,172.16.0.123,1433,UDP,2,4404484,3837358,132
1073,Database Query,Flow Analyzer,1,2026-06-10 00:06:23,Database Query,192.168.1.24,52565,172.16.0.121,1433,UDP,1,3571335,2976940,46
1074,Application Traffic,Flow Analyzer,1,2026-06-10 00:06:28,Application Traffic,192.168.1.106,52464,172.16.0.114,1433,UDP,1,2551105,885955,361
1075,SMB Access,Flow Analyzer,1,2026-06-10 00:06:34,SMB Access,192.168.1.62,45780,172.16.0.120,1433,TCP,4,194240,3193156,129
1076,Application Traffic,Flow Analyzer,1,2026-06-10 00:06:36,Application Traffic,192.168.1.91,57870,172.16.0.128,443,UDP,4,241388,3789911,445
1077,Application Traffic,Flow Analyzer,1,2026-06-10 00:06:40,Application Traffic,192.168.1.42,58318,172.16.0.105,1433,UDP,3,3079573,4397688,178
1078,SMB Access,Flow Analyzer,1,2026-06-10 00:06:43,SMB Access,192.168.1.13,64775,172.16.0.112,3306,TCP,1,1078186,2052641,176
1079,Application Traffic,Flow Analyzer,1,2026-06-10 00:06:45,Application Traffic,192.168.1.26,50684,172.16.0.115,80,UDP,3,4618846,635790,145
1080,SMB Access,Flow Analyzer,1,2026-06-10 00:06:51,SMB Access,192.168.1.103,49446,172.16.0.126,80,TCP,4,2966703,3279899,30
1081,Database Query,Flow Analyzer,1,2026-06-10 00:06:59,Database Query,192.168.1.62,52384,172.16.0.121,445,TCP,2,3715281,4258198,235
1082,Application Traffic,Flow Analyzer,1,2026-06-10 00:07:08,Application Traffic,192.168.1.96,52682,172.16.0.109,443,UDP,1,2111196,355180,164
1083,Web Traffic,Flow Analyzer,1,2026-06-10 00:07:11,Web Traffic,192.168.1.97,52159,172.16.0.108,3306,TCP,1,1775274,4145491,335
1084,SMB Access,Flow Analyzer,1,2026-06-10 00:07:18,SMB Access,192.168.1.64,62594,172.16.0.111,3306,TCP,2,4055139,3198406,295
1085,Database Query,Flow Analyzer,1,2026-06-10 00:07:27,Database Query,192.168.1.67,42632,172.16.0.110,1433,UDP,3,3849077,2983750,164
1086,SMB Access,Flow Analyzer,1,2026-06-10 00:07:35,SMB Access,192.168.1.11,54634,172.16.0.120,443,TCP,4,4844626,1681807,263
1087,File Transfer,Flow Analyzer,1,2026-06-10 00:07:39,File Transfer,192.168.1.11,52514,172.16.0.120,1433,TCP,1,2497399,322223,370
1088,Application Traffic,Flow Analyzer,1,2026-06-10 00:07:49,Application Traffic,192.168.1.79,58921,172.16.0.124,3306,UDP,4,1347936,1835832,554
1089,SMB Access,Flow Analyzer,1,2026-06-10 00:07:55,SMB Access,192.168.1.93,48550,172.16.0.120,3306,UDP,1,3520443,3193739,74
1090,Database Query,Flow Analyzer,1,2026-06-10 00:08:01,Database Query,192.168.1.15,51924,172.16.0.123,80,TCP,4,4470438,971106,197
1091,Application Traffic,Flow Analyzer,1,2026-06-10 00:08:08,Application Traffic,192.168.1.27,63631,172.16.0.106,3306,TCP,4,2334532,2443389,340
1092,File Transfer,Flow Analyzer,1,2026-06-10 00:08:13,File Transfer,192.168.1.37,58534,172.16.0.110,445,UDP,2,1571299,3570699,249
1093,File Transfer,Flow Analyzer,1,2026-06-10 00:08:18,File Transfer,192.168.1.97,51470,172.16.0.103,80,UDP,1,3336557,405210,552
1094,File Transfer,Flow Analyzer,1,2026-06-10 00:08:19,File Transfer,192.168.1.35,54582,172.16.0.122,1433,TCP,3,4971199,4371181,320
1095,Web Traffic,Flow Analyzer,1,2026-06-10 00:08:26,Web Traffic,192.168.1.89,42861,172.16.0.101,80,UDP,3,4778437,2480951,299
1096,Web Traffic,Flow Analyzer,1,2026-06-10 00:08:28,Web Traffic,192.168.1.43,60994,172.16.0.114,443,UDP,4,3751960,1755434,107
1097,Application Traffic,Flow Analyzer,1,2026-06-10 00:08:33,Application Traffic,192.168.1.45,61832,172.16.0.120,1433,UDP,4,1706504,915693,457
1098,SMB Access,Flow Analyzer,1,2026-06-10 00:08:42,SMB Access,192.168.1.37,42597,172.16.0.110,3306,TCP,1,4664307,726200,534
1099,Application Traffic,Flow Analyzer,1,2026-06-10 00:08:49,Application Traffic,192.168.1.79,55394,172.16.0.124,80,UDP,4,1134553,4287513,213
1100,Application Traffic,Flow Analyzer,1,2026-06-10 00:08:58,Application Traffic,192.168.1.100,41378,172.16.0.100,3306,UDP,1,304859,2666916,458
1101,Web Traffic,Flow Analyzer,1,2026-06-10 00:09:05,Web Traffic,192.168.1.106,40934,172.16.0.115,445,UDP,2,1210921,1359112,55
1102,File Transfer,Flow Analyzer,1,2026-06-10 00:09:09,File Transfer,192.168.1.49,59214,172.16.0.118,445,UDP,3,2740479,3528431,192
1103,SMB Access,Flow Analyzer,1,2026-06-10 00:09:13,SMB Access,192.168.1.94,57540,172.16.0.114,445,UDP,2,3468061,2390341,578
1104,File Transfer,Flow Analyzer,1,2026-06-10 00:09:21,File Transfer,192.168.1.63,58876,172.16.0.128,1433,UDP,1,2234719,2000111,585
1105,Application Traffic,Flow Analyzer,1,2026-06-10 00:09:27,Application Traffic,192.168.1.10,48728,172.16.0.101,443,UDP,1,1946900,2047221,53
1106,Web Traffic,Flow Analyzer,1,2026-06-10 00:09:37,Web Traffic,192.168.1.86,61849,172.16.0.108,445,TCP,3,4622863,839253,159
1107,Database Query,Flow Analyzer,1,2026-06-10 00:09:47,Database Query,192.168.1.107,60371,172.16.0.108,80,TCP,1,735736,2340897,488
1108,Database Query,Flow Analyzer,1,2026-06-10 00:09:49,Database Query,192.168.1.104,63044,172.16.0.121,80,UDP,4,1551518,3138214,454
1109,File Transfer,Flow Analyzer,1,2026-06-10 00:09:58,File Transfer,192.168.1.32,51110,172.16.0.123,443,UDP,1,4951313,4813534,119
1110,Application Traffic,Flow Analyzer,1,2026-06-10 00:10:05,Application Traffic,192.168.1.12,53199,172.16.0.119,80,TCP,4,1278442,444591,560
1111,SMB Access,Flow Analyzer,1,2026-06-10 00:10:09,SMB Access,192.168.1.39,58745,172.16.0.113,1433,UDP,3,386866,4879095,54
1112,SMB Access,Flow Analyzer,1,2026-06-10 00:10:17,SMB Access,192.168.1.29,52231,172.16.0.104,443,TCP,1,2521680,2098424,569
1113,SMB Access,Flow Analyzer,1,2026-06-10 00:10:22,SMB Access,192.168.1.57,53697,172.16.0.114,1433,TCP,3,3491428,2265350,346
1114,Web Traffic,Flow Analyzer,1,2026-06-10 00:10:26,Web Traffic,192.168.1.22,50098,172.16.0.129,1433,UDP,2,3326634,2086692,194
1115,Web Traffic,Flow Analyzer,1,2026-06-10 00:10:27,Web Traffic,192.168.1.84,45214,172.16.0.101,1433,UDP,4,4000367,1576,365
1116,Database Query,Flow Analyzer,1,2026-06-10 00:10:29,Database Query,192.168.1.81,63271,172.16.0.111,1433,TCP,4,4867095,1551207,113
1117,Web Traffic,Flow Analyzer,1,2026-06-10 00:10:32,Web Traffic,192.168.1.17,57596,172.16.0.127,80,UDP,1,2747844,3949416,37
1118,Application Traffic,Flow Analyzer,1,2026-06-10 00:10:35,Application Traffic,192.168.1.41,64268,172.16.0.115,443,UDP,1,3116042,3805226,194
1119,Database Query,Flow Analyzer,1,2026-06-10 00:10:45,Database Query,192.168.1.87,63991,172.16.0.120,80,TCP,1,1247672,110942,314
1120,File Transfer,Flow Analyzer,1,2026-06-10 00:10:47,File Transfer,192.168.1.93,48283,172.16.0.111,443,UDP,2,585451,4857345,378
1121,SMB Access,Flow Analyzer,1,2026-06-10 00:10:56,SMB Access,192.168.1.44,61117,172.16.0.123,80,UDP,1,3816866,2774762,171
1122,File Transfer,Flow Analyzer,1,2026-06-10 00:11:02,File Transfer,192.168.1.82,40181,172.16.0.100,3306,TCP,4,1949036,4851411,365
1123,Application Traffic,Flow Analyzer,1,2026-06-10 00:11:11,Application Traffic,192.168.1.62,61783,172.16.0.120,445,UDP,2,2184337,4522366,298
1124,SMB Access,Flow Analyzer,1,2026-06-10 00:11:19,SMB Access,192.168.1.12,62674,172.16.0.104,3306,UDP,4,3065610,2613400,289
1125,Web Traffic,Flow Analyzer,1,2026-06-10 00:11:22,Web Traffic,192.168.1.32,60431,172.16.0.111,1433,UDP,3,3647137,2045376,498
1126,Application Traffic,Flow Analyzer,1,2026-06-10 00:11:30,Application Traffic,192.168.1.79,45917,172.16.0.120,443,UDP,2,2683973,4855128,549
1127,SMB Access,Flow Analyzer,1,2026-06-10 00:11:32,SMB Access,192.168.1.104,49064,172.16.0.121,80,UDP,4,143004,280924,6
1128,File Transfer,Flow Analyzer,1,2026-06-10 00:11:33,File Transfer,192.168.1.14,47176,172.16.0.101,80,UDP,2,717224,284284,460
1129,File Transfer,Flow Analyzer,1,2026-06-10 00:11:41,File Transfer,192.168.1.34,61372,172.16.0.129,445,UDP,2,415068,440584,438
1130,SMB Access,Flow Analyzer,1,2026-06-10 00:11:47,SMB Access,192.168.1.17,47329,172.16.0.120,445,TCP,4,3542311,2489954,145
1131,Database Query,Flow Analyzer,1,2026-06-10 00:11:48,Database Query,192.168.1.34,59380,172.16.0.120,1433,UDP,4,591214,2662224,147
1132,Web Traffic,Flow Analyzer,1,2026-06-10 00:11:52,Web Traffic,192.168.1.62,62388,172.16.0.129,443,TCP,4,3470158,4608601,451
1133,Application Traffic,Flow Analyzer,1,2026-06-10 00:11:59,Application Traffic,192.168.1.102,62100,172.16.0.125,443,UDP,3,1523695,3351689,152
1134,Application Traffic,Flow Analyzer,1,2026-06-10 00:12:02,Application Traffic,192.168.1.81,53409,172.16.0.111,80,UDP,4,1278507,1337343,186
1135,Application Traffic,Flow Analyzer,1,2026-06-10 00:12:07,Application Traffic,192.168.1.79,44463,172.16.0.110,443,UDP,1,4961930,1162419,471
1136,SMB Access,Flow Analyzer,1,2026-06-10 00:12:13,SMB Access,192.168.1.44,42892,172.16.0.126,1433,TCP,3,129491,2015568,466
1137,File Transfer,Flow Analyzer,1,2026-06-10 00:12:17,File Transfer,192.168.1.77,51549,172.16.0.101,443,UDP,1,1272027,4070877,69
1138,Web Traffic,Flow Analyzer,1,2026-06-10 00:12:21,Web Traffic,192.168.1.97,60641,172.16.0.119,1433,UDP,3,1200981,857142,124
1139,Web Traffic,Flow Analyzer,1,2026-06-10 00:12:30,Web Traffic,192.168.1.84,60688,172.16.0.101,443,TCP,1,1642969,3038102,323
1140,File Transfer,Flow Analyzer,1,2026-06-10 00:12:38,File Transfer,192.168.1.68,40207,172.16.0.112,3306,UDP,1,4301632,904130,355
1141,File Transfer,Flow Analyzer,1,2026-06-10 00:12:48,File Transfer,192.168.1.54,60922,172.16.0.127,3306,TCP,2,3731380,3245430,376
1142,Application Traffic,Flow Analyzer,1,2026-06-10 00:12:55,Application Traffic,192.168.1.47,64735,172.16.0.108,1433,TCP,1,6766,3525613,24
1143,Database Query,Flow Analyzer,1,2026-06-10 00:13:02,Database Query,192.168.1.24,56521,172.16.0.121,443,UDP,2,1426494,3186359,55
1144,Web Traffic,Flow Analyzer,1,2026-06-10 00:13:08,Web Traffic,192.168.1.85,44872,172.16.0.104,3306,UDP,1,757381,3792928,430
1145,File Transfer,Flow Analyzer,1,2026-06-10 00:13:17,File Transfer,192.168.1.38,47131,172.16.0.116,443,UDP,2,4113810,4689913,472
1146,Application Traffic,Flow Analyzer,1,2026-06-10 00:13:19,Application Traffic,192.168.1.51,48203,172.16.0.110,443,TCP,2,1808656,4529249,516
1147,Database Query,Flow Analyzer,1,2026-06-10 00:13:24,Database Query,192.168.1.69,48759,172.16.0.115,3306,UDP,4,2690946,3597341,66
1148,Database Query,Flow Analyzer,1,2026-06-10 00:13:25,Database Query,192.168.1.13,50800,172.16.0.102,443,TCP,2,4287707,4390130,483
1149,Application Traffic,Flow Analyzer,1,2026-06-10 00:13:28,Application Traffic,192.168.1.33,41086,172.16.0.111,1433,TCP,1,1795257,2427106,294
1150,Web Traffic,Flow Analyzer,1,2026-06-10 00:13:35,Web Traffic,192.168.1.84,44304,172.16.0.101,3306,UDP,1,774299,1455469,288
1151,Web Traffic,Flow Analyzer,1,2026-06-10 00:13:40,Web Traffic,192.168.1.87,52613,172.16.0.128,445,TCP,3,575031,1417725,464
1152,Application Traffic,Flow Analyzer,1,2026-06-10 00:13:47,Application Traffic,192.168.1.73,50712,172.16.0.120,80,TCP,4,4962476,2154518,155
1153,Web Traffic,Flow Analyzer,1,2026-06-10 00:13:52,Web Traffic,192.168.1.109,52593,172.16.0.105,443,TCP,1,2747283,1308364,308
1154,Web Traffic,Flow Analyzer,1,2026-06-10 00:13:57,Web Traffic,192.168.1.92,40804,172.16.0.109,3306,UDP,3,2313883,1815074,513
1155,File Transfer,Flow Analyzer,1,2026-06-10 00:14:04,File Transfer,192.168.1.37,41086,172.16.0.110,80,UDP,4,3579463,139773,60
1156,Database Query,Flow Analyzer,1,2026-06-10 00:14:07,Database Query,192.168.1.53,50895,172.16.0.116,80,TCP,4,181820,1063933,479
1157,File Transfer,Flow Analyzer,1,2026-06-10 00:14:08,File Transfer,192.168.1.103,61491,172.16.0.104,1433,TCP,2,3374043,2474553,563
1158,Application Traffic,Flow Analyzer,1,2026-06-10 00:14:15,Application Traffic,192.168.1.99,54184,172.16.0.108,80,TCP,3,2357542,3219057,177
1159,File Transfer,Flow Analyzer,1,2026-06-10 00:14:24,File Transfer,192.168.1.104,52294,172.16.0.121,3306,UDP,1,3201903,4403557,162
1160,File Transfer,Flow Analyzer,1,2026-06-10 00:14:32,File Transfer,192.168.1.94,49033,172.16.0.114,443,TCP,2,4149518,3864081,146
1161,SMB Access,Flow Analyzer,1,2026-06-10 00:14:41,SMB Access,192.168.1.49,63068,172.16.0.124,80,UDP,4,2378756,3734067,293
1162,Application Traffic,Flow Analyzer,1,2026-06-10 00:14:42,Application Traffic,192.168.1.37,49056,172.16.0.119,3306,UDP,3,2641774,4318584,575
1163,Application Traffic,Flow Analyzer,1,2026-06-10 00:14:52,Application Traffic,192.168.1.107,53015,172.16.0.115,443,TCP,2,2141917,4409261,105
1164,File Transfer,Flow Analyzer,1,2026-06-10 00:14:59,File Transfer,192.168.1.95,46608,172.16.0.124,445,TCP,1,922910,3284286,464
1165,SMB Access,Flow Analyzer,1,2026-06-10 00:15:07,SMB Access,192.168.1.34,41261,172.16.0.120,1433,UDP,4,3801784,4832489,16
1166,Web Traffic,Flow Analyzer,1,2026-06-10 00:15:13,Web Traffic,192.168.1.89,40035,172.16.0.117,443,TCP,4,3970548,4942743,14
1167,Web Traffic,Flow Analyzer,1,2026-06-10 00:15:23,Web Traffic,192.168.1.14,50876,172.16.0.108,1433,UDP,1,224872,2194141,488
1168,SMB Access,Flow Analyzer,1,2026-06-10 00:15:33,SMB Access,192.168.1.57,55711,172.16.0.114,3306,UDP,3,2204316,4140318,144
1169,SMB Access,Flow Analyzer,1,2026-06-10 00:15:40,SMB Access,192.168.1.41,52022,172.16.0.115,445,TCP,2,362078,2085946,85
1170,Application Traffic,Flow Analyzer,1,2026-06-10 00:15:45,Application Traffic,192.168.1.103,46565,172.16.0.126,443,TCP,1,1710883,2491324,59
1171,Database Query,Flow Analyzer,1,2026-06-10 00:15:49,Database Query,192.168.1.80,63983,172.16.0.104,1433,UDP,3,1429539,2149512,27
1172,Web Traffic,Flow Analyzer,1,2026-06-10 00:15:54,Web Traffic,192.168.1.47,42320,172.16.0.119,80,UDP,2,2798683,1141951,82
1173,Database Query,Flow Analyzer,1,2026-06-10 00:16:01,Database Query,192.168.1.75,44757,172.16.0.122,1433,UDP,1,3463369,1826580,488
1174,SMB Access,Flow Analyzer,1,2026-06-10 00:16:07,SMB Access,192.168.1.107,53366,172.16.0.115,1433,UDP,3,2398133,4107168,252
1175,SMB Access,Flow Analyzer,1,2026-06-10 00:16:10,SMB Access,192.168.1.106,51875,172.16.0.114,80,UDP,4,2257865,3572940,463
1176,Application Traffic,Flow Analyzer,1,2026-06-10 00:16:19,Application Traffic,192.168.1.91,59463,172.16.0.102,443,UDP,2,2322035,4690257,389
1177,File Transfer,Flow Analyzer,1,2026-06-10 00:16:25,File Transfer,192.168.1.103,45664,172.16.0.129,443,UDP,1,569647,187651,539
1178,Application Traffic,Flow Analyzer,1,2026-06-10 00:16:28,Application Traffic,192.168.1.40,42978,172.16.0.115,1433,TCP,1,3904709,3634428,335
1179,File Transfer,Flow Analyzer,1,2026-06-10 00:16:32,File Transfer,192.168.1.28,55076,172.16.0.121,3306,TCP,3,1936337,3057837,86
